Name,Age,Photo,Nationality,Overall,Growth,TeamID,PosistionID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
N. Pallois,30,https://cdn.sofifa.org/players/4/19/199393.png,11,77,0,120,10,61,41,68,68,45,57,36,41,68,60,49,63,54,69,34,75,76,67,90,57,86,77,22,52,45,73,77,79,75,15,16,10,15,6
D. Latza,28,https://cdn.sofifa.org/players/4/19/189410.png,10,77,0,114,5,71,33,61,80,47,71,54,59,77,80,68,64,74,75,75,75,73,90,68,77,79,72,70,77,73,79,77,71,67,7,16,14,6,16
F. Belluschi,34,https://cdn.sofifa.org/players/4/19/143587.png,1,77,0,184,4,77,66,58,75,75,76,82,79,76,78,69,69,79,78,74,83,69,63,70,80,73,69,74,82,75,78,68,65,59,11,9,12,13,7
O. Abdulrahman,26,https://cdn.sofifa.org/players/4/19/245221.png,79,77,1,81,4,76,70,35,75,65,80,77,75,77,76,85,77,87,65,85,72,53,74,43,72,44,25,70,80,64,68,46,26,30,12,13,14,11,8
O. Trejo,30,https://cdn.sofifa.org/players/4/19/173030.png,1,77,0,185,5,73,73,64,75,72,80,74,69,70,79,67,73,85,76,76,73,63,86,71,68,70,62,74,79,73,74,66,65,55,14,14,7,16,11
N. Barella,21,https://cdn.sofifa.org/players/4/19/224232.png,13,77,12,103,5,72,63,40,79,53,80,73,67,78,77,79,77,76,74,80,65,59,82,61,65,82,75,65,74,73,74,68,72,68,11,5,13,14,11
Angeliño,21,https://cdn.sofifa.org/players/4/19/220651.png,4,77,6,70,9,83,56,53,76,62,80,83,75,74,79,87,85,75,72,82,80,80,86,72,66,77,73,74,74,55,67,68,74,72,13,6,13,13,13
Vieirundinho,30,https://cdn.sofifa.org/players/4/19/230379.png,3,77,0,108,10,42,29,74,66,28,48,36,30,69,64,63,59,56,66,42,65,54,80,88,41,82,76,26,32,47,68,83,77,72,13,16,11,6,9
F. Orellana,32,https://cdn.sofifa.org/players/4/19/192492.png,29,77,0,78,6,75,77,69,76,61,82,80,79,74,80,77,71,79,79,66,64,66,54,34,80,54,31,75,76,75,69,43,37,25,12,7,15,16,15
F. Grillitsch,22,https://cdn.sofifa.org/players/4/19/228336.png,27,77,5,48,5,68,58,61,81,53,76,47,68,77,81,55,55,68,78,64,65,48,69,68,55,49,73,70,78,50,80,68,69,50,13,12,7,14,7
C. Ortíz,29,https://cdn.sofifa.org/players/4/19/198129.png,54,77,0,186,5,53,48,44,77,55,71,63,43,60,75,68,68,73,74,73,70,71,90,77,64,72,82,69,69,40,77,75,80,70,10,7,12,15,12
Bruno Viana,23,https://cdn.sofifa.org/players/4/19/234226.png,3,77,6,83,10,44,37,80,72,39,52,44,42,63,63,63,64,53,75,58,57,70,75,74,37,78,77,34,40,52,68,81,78,74,7,7,14,6,6
J. Maidana,32,https://cdn.sofifa.org/players/4/19/172018.png,1,77,0,84,10,56,32,76,68,42,40,45,46,75,63,48,52,58,73,41,45,80,58,88,32,84,73,50,55,46,73,79,76,71,12,9,14,14,14
R. Funes Mori,27,https://cdn.sofifa.org/players/4/19/199667.png,1,77,1,33,10,66,40,79,70,25,63,49,58,62,70,61,68,65,69,61,69,77,67,78,56,83,76,49,59,52,64,75,77,74,9,9,13,10,7
D. Kohr,24,https://cdn.sofifa.org/players/4/19/212212.png,10,77,4,31,7,42,57,72,76,45,70,51,46,69,77,66,69,66,75,71,60,82,79,76,63,90,81,46,69,47,69,76,77,69,6,11,9,10,7
F. Higuaín,33,https://cdn.sofifa.org/players/4/19/167669.png,1,77,0,187,4,75,69,62,78,71,73,77,78,75,77,69,57,71,79,75,75,65,65,62,79,65,43,76,81,68,77,52,47,40,7,16,11,12,15
A. Barák,23,https://cdn.sofifa.org/players/4/19/236791.png,38,77,7,174,5,72,68,60,80,64,78,62,66,78,80,66,68,63,72,63,81,58,77,78,78,58,64,74,76,66,76,25,66,62,14,15,10,12,11
F. Andone,25,https://cdn.sofifa.org/players/4/19/225018.png,63,77,4,123,1,62,75,76,67,74,70,58,55,53,74,76,73,76,83,69,77,78,86,74,72,86,51,84,67,74,85,46,52,38,8,6,11,15,6
Adrián,30,https://cdn.sofifa.org/players/4/19/173818.png,4,77,0,23,1,60,80,71,73,76,82,77,57,55,84,70,61,73,77,65,78,74,48,68,77,58,32,78,71,67,66,20,19,16,13,14,12,6,15
G. González,30,https://cdn.sofifa.org/players/4/19/208379.png,20,77,0,167,10,33,40,72,60,38,59,45,22,60,60,68,68,58,73,61,68,73,66,77,41,79,77,37,45,35,68,84,80,76,9,10,10,15,12
Otávio,24,https://cdn.sofifa.org/players/4/19/222715.png,3,77,5,150,7,59,44,64,76,49,69,47,49,69,72,68,66,72,74,70,66,74,78,73,52,80,81,59,53,48,74,80,80,76,8,10,15,12,9
D. Janmaat,28,https://cdn.sofifa.org/players/4/19/188155.png,22,77,0,73,9,79,60,71,75,67,77,64,56,68,79,68,69,68,79,63,76,69,86,70,66,79,75,68,70,62,66,74,75,74,15,10,7,11,7
R. Funes Mori,27,https://cdn.sofifa.org/players/4/19/198140.png,1,77,1,186,1,65,80,77,70,72,75,75,58,65,74,78,75,79,78,72,74,78,84,76,68,80,49,80,72,70,76,25,45,44,8,10,15,6,15
P. Schick,22,https://cdn.sofifa.org/players/4/19/234236.png,38,77,9,20,1,64,77,74,74,67,82,78,56,59,80,74,73,83,74,67,72,69,62,70,73,59,22,78,73,58,77,50,24,19,11,15,8,9,14
Aleix Vidal,28,https://cdn.sofifa.org/players/4/19/202493.png,4,77,0,34,9,75,67,58,78,48,81,69,46,64,82,89,93,77,80,77,84,82,70,68,59,80,73,66,70,51,71,73,69,73,8,7,8,12,12
A. Schöpf,24,https://cdn.sofifa.org/players/4/19/220925.png,27,77,5,24,6,76,72,44,75,65,80,69,61,62,79,78,77,78,76,77,68,62,95,62,72,60,59,74,65,64,73,61,60,50,13,6,13,11,10
W. Boly,27,https://cdn.sofifa.org/players/4/19/202750.png,11,77,3,52,10,50,32,75,70,23,48,43,35,58,60,57,69,55,71,45,52,62,58,93,21,79,76,43,52,56,76,72,78,78,7,8,15,10,9
Alberto Moreno,25,https://cdn.sofifa.org/players/4/19/205566.png,4,77,2,11,9,78,59,61,74,35,76,59,40,64,79,85,87,84,72,87,80,86,81,61,74,83,72,69,58,54,63,68,73,76,10,14,9,10,11
C. Villanueva,32,https://cdn.sofifa.org/players/4/19/188414.png,29,77,0,157,4,65,64,41,80,81,79,75,80,77,77,63,62,89,75,81,79,35,73,44,78,40,42,68,79,73,74,66,44,36,16,11,15,15,7
M. Weiser,24,https://cdn.sofifa.org/players/4/19/206591.png,10,77,5,31,9,78,63,65,79,59,85,69,52,68,83,85,77,85,78,78,58,67,79,64,61,69,75,74,79,58,80,71,74,74,13,15,10,13,9
G. Escalante,25,https://cdn.sofifa.org/players/4/19/219391.png,1,77,5,78,7,62,56,58,74,59,67,63,52,73,72,71,72,66,72,70,79,76,84,73,58,85,78,61,71,64,74,73,80,77,10,12,7,12,11
M. Holgate,21,https://cdn.sofifa.org/players/4/19/225024.png,12,76,6,45,10,61,37,73,74,40,65,40,35,70,67,68,71,62,73,57,51,69,70,72,42,75,77,50,55,40,68,75,78,77,13,12,9,8,16
J. Hopf,31,https://cdn.sofifa.org/players/4/19/190209.png,30,76,0,188,11,20,13,20,29,20,15,24,19,38,23,42,47,41,68,30,19,53,23,81,17,38,21,14,44,19,62,18,16,18,74,76,73,78,78
D. Zurutuza,31,https://cdn.sofifa.org/players/4/19/172290.png,11,76,0,32,7,69,74,65,78,55,78,69,59,73,77,63,59,71,81,55,65,44,61,72,75,72,78,72,77,61,71,65,73,67,10,14,11,14,7
Juanmi,25,https://cdn.sofifa.org/players/4/19/197891.png,4,76,3,32,6,64,78,74,75,73,78,60,57,53,79,77,77,78,81,78,70,75,70,46,72,57,23,82,69,63,69,25,28,25,11,6,9,12,9
K. Gibbs,28,https://cdn.sofifa.org/players/4/19/186115.png,12,76,0,162,8,72,48,68,73,47,71,66,52,65,75,78,80,76,77,74,67,71,80,67,59,72,75,68,65,63,73,73,77,76,6,11,8,9,15
F. Fernández,29,https://cdn.sofifa.org/players/4/19/201988.png,1,76,0,135,10,23,26,77,68,21,39,49,40,58,65,47,50,48,71,48,27,76,65,78,29,79,76,36,44,42,71,76,78,77,12,12,13,14,12
L. Kalinić,28,https://cdn.sofifa.org/players/4/19/220932.png,6,76,2,156,11,15,12,15,18,15,11,18,13,16,15,30,39,26,71,22,25,58,31,73,19,39,23,7,42,22,58,13,17,17,81,75,42,76,80
N. Radoja,25,https://cdn.sofifa.org/players/4/19/225028.png,25,76,5,30,5,44,72,51,77,32,70,37,36,78,73,52,38,57,74,46,63,62,64,73,71,74,77,79,80,42,68,60,80,78,11,13,12,9,7
N. Blandi,28,https://cdn.sofifa.org/players/4/19/200197.png,1,76,0,184,1,55,80,80,68,77,65,55,54,60,78,64,61,76,78,57,76,84,74,68,72,49,43,83,45,74,79,33,30,27,13,10,15,15,15
David Juncà,24,https://cdn.sofifa.org/players/4/19/202501.png,4,76,5,30,9,78,35,70,72,43,64,69,58,61,77,79,77,77,67,79,61,75,86,76,46,75,74,55,48,55,67,65,74,78,10,9,16,8,9
Wu Lei,26,https://cdn.sofifa.org/players/4/19/221445.png,80,76,1,49,3,68,78,69,74,72,76,67,69,65,75,88,86,79,78,83,76,89,71,54,67,65,23,78,70,53,65,34,37,31,10,15,13,12,7
Gabriel Boschilia,22,https://cdn.sofifa.org/players/4/19/221701.png,3,76,6,120,3,69,73,55,75,62,80,78,84,69,79,76,73,79,65,81,76,59,64,43,81,47,27,68,73,59,65,46,48,56,7,12,8,11,10
Iuri Medeiros,23,https://cdn.sofifa.org/players/4/19/212230.png,2,76,3,98,6,78,72,45,76,73,81,88,82,72,79,79,68,88,70,92,78,61,53,41,78,67,30,69,76,79,79,36,31,26,7,8,7,9,12
M. Phillips,27,https://cdn.sofifa.org/players/4/19/188166.png,39,76,0,162,6,80,68,54,67,57,79,78,48,65,74,86,86,78,66,71,77,54,68,78,72,54,32,71,72,61,67,49,45,34,14,16,16,10,10
Iván Cuéllar,34,https://cdn.sofifa.org/players/4/19/146952.png,4,76,0,176,11,35,15,13,23,17,14,25,20,28,13,59,43,57,73,46,24,65,44,65,12,28,18,12,44,25,56,20,11,15,74,76,78,73,78
J. Lössl,29,https://cdn.sofifa.org/players/4/19/172553.png,16,76,0,144,11,14,12,17,35,11,15,14,13,39,19,29,34,32,72,30,22,51,25,67,15,17,20,10,53,12,56,20,13,15,74,77,67,74,77
Mario Suárez,31,https://cdn.sofifa.org/players/4/19/171018.png,4,76,0,189,5,64,62,68,79,43,72,66,70,78,79,42,58,54,76,48,80,58,72,80,69,73,78,59,75,59,74,47,75,69,9,13,16,12,11
W. Bony,29,https://cdn.sofifa.org/players/4/19/189963.png,43,76,0,190,1,45,77,81,68,76,70,66,58,45,76,51,50,42,73,66,83,74,33,91,72,75,38,80,65,77,77,24,42,28,10,8,5,7,11
S. Doumbia,30,https://cdn.sofifa.org/players/4/19/188428.png,43,76,0,88,1,46,73,76,70,75,74,67,69,63,73,87,89,70,71,70,75,82,51,73,68,60,29,74,70,80,78,32,39,34,12,15,13,6,12
D. Reyes,25,https://cdn.sofifa.org/players/4/19/192012.png,47,76,4,77,10,49,45,78,77,37,67,45,36,68,74,63,65,68,73,55,49,70,68,69,47,64,79,44,52,50,67,78,76,79,8,14,12,7,8
Bernat,25,https://cdn.sofifa.org/players/4/19/205069.png,4,76,1,3,9,79,57,53,79,59,84,76,51,64,83,79,78,86,77,88,62,73,77,55,62,68,73,73,70,53,69,69,75,74,8,9,12,11,16
V. Behrami,33,https://cdn.sofifa.org/players/4/19/161805.png,36,76,0,174,5,68,54,66,74,69,70,70,68,72,74,67,67,70,72,69,76,70,73,74,70,90,74,66,70,67,76,72,78,76,12,11,7,15,11
S. Langkamp,30,https://cdn.sofifa.org/players/4/19/183568.png,10,76,0,55,10,32,22,82,64,22,35,23,22,57,47,51,55,51,74,46,48,65,53,83,24,73,68,25,40,38,67,77,81,78,8,6,14,15,9
J. Sosa,33,https://cdn.sofifa.org/players/4/19/143121.png,1,76,0,129,7,78,60,50,78,77,82,86,85,76,82,67,72,74,75,76,79,47,70,65,74,69,60,74,78,75,78,65,60,60,11,15,13,6,9
A. Touré,24,https://cdn.sofifa.org/players/4/19/210450.png,11,76,3,120,5,48,38,51,72,42,60,49,49,73,75,56,42,38,71,38,77,30,75,89,77,73,77,46,56,39,61,77,79,74,8,15,9,9,7
Jesé,25,https://cdn.sofifa.org/players/4/19/202515.png,4,76,3,3,6,72,71,42,76,55,81,78,66,69,80,85,79,85,67,74,73,71,61,60,72,29,33,75,70,68,74,17,23,12,13,7,6,13,15
D. Ings,25,https://cdn.sofifa.org/players/4/19/195859.png,12,76,2,92,1,62,76,71,69,66,77,57,36,61,76,79,76,74,74,77,74,79,70,70,67,60,39,79,68,68,70,22,24,27,10,13,12,16,6
M. Esser,30,https://cdn.sofifa.org/players/4/19/200212.png,10,76,0,139,11,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,21,67,37,82,19,40,30,6,48,23,53,20,15,16,76,74,69,75,78
F. Acheampong,24,https://cdn.sofifa.org/players/4/19/213013.png,40,76,5,191,1,62,78,55,69,67,80,66,50,61,74,92,94,93,76,91,79,90,90,71,64,66,45,76,65,63,67,42,62,52,14,9,10,16,13
R. Knoche,26,https://cdn.sofifa.org/players/4/19/203030.png,10,76,3,63,10,30,38,79,66,28,42,33,39,69,57,50,46,52,74,49,58,67,61,78,35,68,79,37,39,37,71,76,79,75,14,10,16,10,9
O. Vlachodimos,24,https://cdn.sofifa.org/players/4/19/211990.png,28,76,7,35,11,15,12,13,27,14,13,17,13,24,23,42,44,60,77,38,19,74,39,68,16,32,23,14,40,18,46,11,14,12,79,68,65,74,82
J. Denayer,23,https://cdn.sofifa.org/players/4/19/220182.png,5,76,7,19,10,58,42,73,72,35,67,35,29,66,69,69,71,66,73,62,51,76,69,79,36,71,76,36,51,39,76,74,77,75,7,10,15,15,15
S. Rode,27,https://cdn.sofifa.org/players/4/19/200215.png,10,76,1,17,7,66,55,66,75,55,71,51,52,71,72,69,64,70,74,74,75,76,68,74,65,83,79,69,71,51,74,78,77,77,9,8,14,7,11
Wendel,20,https://cdn.sofifa.org/players/4/19/238359.png,3,76,10,27,5,66,64,57,77,68,79,70,64,73,78,76,80,78,75,69,85,62,77,68,83,68,74,69,74,66,80,72,75,66,14,5,13,6,7
A. Nagy,23,https://cdn.sofifa.org/players/4/19/230936.png,61,76,7,167,7,72,48,54,80,68,80,74,62,78,80,73,73,82,74,79,58,54,78,54,58,65,75,64,78,58,76,75,73,67,10,7,6,10,14
Alfa Semedo,20,https://cdn.sofifa.org/players/4/19/239641.png,81,76,9,35,7,49,48,72,74,55,69,55,44,75,73,68,69,54,75,50,79,62,89,85,70,81,74,64,67,47,69,73,78,66,14,14,7,11,9
A. Barnes,28,https://cdn.sofifa.org/players/4/19/186905.png,27,76,0,90,1,66,77,78,70,72,74,60,56,63,77,64,60,68,76,71,81,82,77,78,67,87,41,79,70,77,78,43,46,39,6,10,11,10,10
Alan Kardec,29,https://cdn.sofifa.org/players/4/19/184858.png,3,76,0,192,1,68,76,82,65,67,70,56,61,57,73,73,70,68,75,62,78,77,78,77,72,53,33,78,59,69,67,26,29,24,7,16,12,10,9
Marcelo,28,https://cdn.sofifa.org/players/4/19/205340.png,3,76,0,27,10,37,24,77,63,28,44,27,27,64,55,66,64,64,71,68,35,90,66,71,22,73,79,20,43,35,70,82,79,74,6,16,6,10,8
E. Boateng,22,https://cdn.sofifa.org/players/4/19/224540.png,40,76,6,71,1,57,75,71,69,73,78,55,41,46,76,89,88,89,72,79,78,92,79,72,64,64,37,73,56,64,65,36,35,33,15,13,13,14,12
Dalbert,24,https://cdn.sofifa.org/players/4/19/229148.png,3,76,4,15,9,76,52,60,72,52,78,68,47,68,75,91,91,83,68,67,72,59,80,67,60,74,68,72,66,42,69,72,74,74,7,11,7,9,9
A. Halilović,22,https://cdn.sofifa.org/players/4/19/216349.png,6,76,7,14,6,76,58,24,80,64,79,80,69,70,81,78,74,78,74,88,64,54,68,32,72,40,54,70,80,75,72,60,36,28,15,11,11,13,10
I. Popov,30,https://cdn.sofifa.org/players/4/19/185373.png,82,76,0,116,1,71,74,66,76,71,74,67,76,72,79,80,73,75,74,60,79,62,73,68,72,73,49,76,75,71,72,42,50,44,14,7,7,15,8
T. Cleverley,28,https://cdn.sofifa.org/players/4/19/189725.png,12,76,0,73,5,74,64,48,77,68,74,59,62,76,74,63,69,69,77,75,74,61,77,53,75,71,65,74,77,72,67,56,71,52,15,11,9,12,13
M. Livaja,24,https://cdn.sofifa.org/players/4/19/205855.png,6,76,4,193,4,46,76,73,74,67,77,59,46,39,79,72,76,62,75,61,80,78,68,77,62,88,25,74,72,62,72,39,22,16,15,9,12,15,12
M. Uribe,27,https://cdn.sofifa.org/players/4/19/214047.png,15,76,1,173,5,68,73,67,77,50,73,63,63,76,77,76,74,70,70,72,75,75,92,75,71,72,70,71,71,68,74,64,70,69,16,13,16,7,14
P. Bargfrede,29,https://cdn.sofifa.org/players/4/19/193311.png,10,76,0,55,7,60,47,59,74,60,65,57,59,74,73,61,54,74,76,76,77,61,70,68,66,86,77,62,68,49,75,81,78,74,9,12,7,10,16
J. Jankto,22,https://cdn.sofifa.org/players/4/19/226592.png,38,76,9,80,6,70,66,68,78,60,76,71,50,75,78,79,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15
Junior Firpo,21,https://cdn.sofifa.org/players/4/19/241184.png,4,76,5,28,6,77,61,74,72,55,67,65,43,70,77,81,80,63,71,62,62,64,77,74,61,55,74,71,59,38,65,70,77,78,7,7,7,14,14
D. D'Ambrosio,29,https://cdn.sofifa.org/players/4/19/198946.png,13,76,0,15,9,71,48,71,69,54,69,63,62,64,72,72,72,74,76,70,66,78,76,68,58,77,75,65,54,60,72,78,79,77,9,10,15,13,15
D. Boyko,30,https://cdn.sofifa.org/players/4/19/232226.png,45,76,0,107,11,11,18,18,29,7,16,11,14,41,22,49,48,58,79,28,38,75,33,79,17,38,12,9,42,15,64,19,12,11,77,69,68,74,78
M. Díaz,31,https://cdn.sofifa.org/players/4/19/176930.png,29,76,0,117,7,74,55,63,84,66,70,83,82,76,75,63,51,75,74,94,84,74,84,67,77,80,75,64,72,66,73,70,72,68,2,2,2,2,2
S. Vokes,28,https://cdn.sofifa.org/players/4/19/179746.png,18,76,0,90,1,59,77,84,68,70,65,61,46,60,76,50,55,50,76,60,80,89,73,84,71,80,42,78,70,79,75,42,38,29,13,14,9,9,7
Héldon,29,https://cdn.sofifa.org/players/4/19/196899.png,65,76,0,194,6,76,71,59,67,65,78,73,71,58,76,86,84,83,74,77,75,63,74,53,67,46,31,72,74,71,74,23,25,21,7,14,11,6,14
Mario Hermoso,23,https://cdn.sofifa.org/players/4/19/229668.png,4,76,8,101,10,71,29,72,67,37,61,65,55,63,72,78,88,78,70,71,61,86,77,77,32,76,76,64,52,45,68,72,79,78,13,8,10,5,8
F. Bartels,31,https://cdn.sofifa.org/players/4/19/183332.png,10,76,0,55,6,71,74,43,71,65,80,76,56,68,80,79,76,78,77,84,70,70,65,50,68,55,53,75,71,60,78,52,37,28,9,8,14,12,8
K. Malcuit,26,https://cdn.sofifa.org/players/4/19/198949.png,11,76,1,12,9,78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75,12,13,12,9,11
R. Marin,22,https://cdn.sofifa.org/players/4/19/235813.png,63,76,6,158,5,76,66,55,77,73,75,78,76,81,74,66,68,73,67,70,80,65,79,65,78,66,70,75,76,68,71,65,59,57,11,14,6,8,8
Ayoze Pérez,24,https://cdn.sofifa.org/players/4/19/215590.png,4,76,5,135,2,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28,12,12,11,14,8
Júnior Moraes,31,https://cdn.sofifa.org/players/4/19/243238.png,3,76,0,64,1,36,80,68,72,65,73,53,35,33,74,74,76,68,79,73,69,68,71,67,75,46,41,80,58,70,69,22,13,13,11,12,8,5,10
V. Berisha,25,https://cdn.sofifa.org/players/4/19/191783.png,83,76,3,16,6,63,66,42,73,68,77,72,66,71,78,83,79,84,73,69,76,79,86,74,73,81,56,72,76,69,78,66,56,54,6,14,15,15,13
R. Freuler,26,https://cdn.sofifa.org/players/4/19/202024.png,36,76,1,39,7,70,64,41,78,68,73,60,70,74,76,69,69,71,76,61,70,58,78,66,70,60,72,76,74,61,76,76,72,68,12,8,9,14,13
Ganso,28,https://cdn.sofifa.org/players/4/19/187688.png,3,76,0,169,4,79,72,56,82,75,82,80,76,80,83,36,34,68,67,54,77,29,56,67,76,56,47,71,80,76,75,31,29,30,9,12,14,7,11
Vicente Gómez,29,https://cdn.sofifa.org/players/4/19/199977.png,4,76,0,182,5,57,66,74,82,48,67,61,65,77,77,35,35,62,70,35,63,58,70,73,60,65,75,70,79,46,70,67,72,68,15,13,9,6,16
M. Pašalić,23,https://cdn.sofifa.org/players/4/19/223273.png,6,76,7,39,5,68,66,65,78,69,77,69,59,74,79,60,66,69,74,54,77,69,78,78,75,76,72,70,74,61,74,61,72,64,11,13,13,13,14
Vitor Hugo,27,https://cdn.sofifa.org/players/4/19/226601.png,3,76,2,119,10,32,26,82,41,33,39,33,34,37,49,66,69,43,73,47,49,79,60,78,22,80,76,27,33,49,70,75,78,80,14,7,14,9,13
B. Fornaroli,30,https://cdn.sofifa.org/players/4/19/189225.png,7,76,0,195,1,56,78,66,68,71,74,74,72,49,76,78,74,78,76,81,74,74,76,80,63,65,36,80,70,74,80,29,40,37,16,16,15,15,8
R. Snodgrass,30,https://cdn.sofifa.org/players/4/19/155946.png,39,76,0,46,6,82,71,44,74,65,76,82,82,72,80,61,65,72,73,67,81,57,73,70,76,82,46,76,79,73,77,42,56,41,8,15,14,12,10
Francisco Geraldes,23,https://cdn.sofifa.org/players/4/19/228650.png,2,76,7,87,4,68,55,47,73,65,84,73,72,69,82,78,75,86,78,76,64,57,73,44,57,57,29,73,78,60,77,52,43,42,10,14,9,7,14
I. Ordets,25,https://cdn.sofifa.org/players/4/19/224811.png,45,76,5,64,10,41,46,74,66,59,38,39,46,61,61,61,69,48,71,38,73,56,79,88,57,70,76,38,34,34,68,78,77,73,15,14,10,13,11
D. Santon,27,https://cdn.sofifa.org/players/4/19/189484.png,13,76,0,20,9,76,46,65,76,57,75,74,43,69,75,67,74,66,73,57,74,74,74,72,68,72,76,63,64,57,74,75,77,76,15,10,15,14,8
M. Niang,23,https://cdn.sofifa.org/players/4/19/204077.png,19,76,5,128,3,65,68,64,70,72,81,68,66,57,80,85,91,82,66,65,86,69,64,69,73,50,30,77,72,70,69,30,24,20,4,6,4,4,4
O. Wendt,32,https://cdn.sofifa.org/players/4/19/144429.png,30,76,0,53,9,78,56,63,77,50,73,77,60,73,77,75,76,72,78,69,76,68,73,67,65,69,74,72,72,65,74,69,77,73,9,12,10,13,11
C. Riveros,35,https://cdn.sofifa.org/players/4/19/174381.png,54,76,0,86,4,74,69,70,81,64,69,67,68,77,76,60,53,79,72,70,71,65,75,62,71,72,65,76,77,71,80,76,61,62,9,13,6,16,15
F. Benković,20,https://cdn.sofifa.org/players/4/19/244269.png,6,76,9,178,10,28,25,76,64,19,50,18,26,60,58,61,66,50,70,44,48,76,73,86,22,82,75,34,49,42,70,73,75,75,15,8,6,10,8
M. Torres,33,https://cdn.sofifa.org/players/4/19/196142.png,15,76,0,165,4,76,63,53,81,46,73,75,63,80,80,55,53,85,72,76,79,55,66,65,77,62,52,73,83,64,72,40,52,12,16,14,12,8,7
M. Noble,31,https://cdn.sofifa.org/players/4/19/152879.png,12,76,0,46,5,71,60,62,77,68,74,71,67,79,76,42,45,62,73,72,74,57,78,70,68,85,73,64,78,88,77,71,74,76,7,6,14,16,11
M. Rashica,22,https://cdn.sofifa.org/players/4/19/229167.png,83,76,7,55,3,76,69,50,68,68,80,71,61,64,77,93,86,90,70,77,79,41,75,57,72,67,26,68,70,45,72,53,29,36,7,14,7,14,6
C. Benteke,27,https://cdn.sofifa.org/players/4/19/184111.png,5,76,0,61,1,58,75,87,64,67,65,60,64,48,74,59,68,66,67,46,78,82,66,87,69,56,29,73,68,71,70,28,25,18,14,5,12,8,5
Rômulo,31,https://cdn.sofifa.org/players/4/19/193839.png,13,76,0,98,6,77,60,56,76,57,77,77,76,74,77,74,74,77,72,76,75,67,88,68,69,70,74,74,72,77,80,67,74,72,5,7,14,5,12
D. Pabón,30,https://cdn.sofifa.org/players/4/19/196143.png,15,76,0,186,3,69,72,51,69,77,78,76,76,70,73,86,84,81,76,83,86,77,87,81,77,74,44,79,74,73,72,30,40,33,15,11,15,14,9
Embarba,26,https://cdn.sofifa.org/players/4/19/219953.png,4,76,1,185,6,71,72,45,78,53,76,62,65,76,72,76,79,79,76,78,69,61,77,61,68,56,49,75,79,62,61,41,52,49,13,6,6,14,11
C. Kerbrat,31,https://cdn.sofifa.org/players/4/19/204338.png,11,76,0,196,10,50,49,70,71,32,60,50,44,66,70,59,66,60,69,62,54,71,73,77,55,75,78,39,49,54,72,77,78,77,7,7,16,13,11
L. Teodorczyk,27,https://cdn.sofifa.org/players/4/19/201013.png,9,76,1,174,1,57,77,82,69,75,65,50,49,45,70,66,74,61,72,58,77,69,82,81,68,77,24,80,65,65,74,37,22,20,15,11,7,7,14
Alexo Baia,30,https://cdn.sofifa.org/players/4/19/230197.png,3,76,0,56,9,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,65,80,61,51,81,71,55,56,66,73,77,76,77,15,8,15,10,13
David Seijalbo,34,https://cdn.sofifa.org/players/4/19/230453.png,3,76,0,56,7,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80,62,83,70,36,52,62,80,81,77,68,7,12,10,16,9
N. Nández,22,https://cdn.sofifa.org/players/4/19/230965.png,7,76,9,112,5,57,66,48,76,31,74,46,52,69,76,78,78,81,80,79,74,77,91,82,65,83,78,73,70,55,79,77,76,73,8,8,14,5,15
L. Rupp,27,https://cdn.sofifa.org/players/4/19/246069.png,10,76,0,48,5,74,64,45,79,63,78,73,60,74,79,70,67,77,74,80,75,66,79,59,67,63,64,68,76,63,70,67,72,69,5,12,7,8,9
Jordi Amat,26,https://cdn.sofifa.org/players/4/19/198198.png,4,76,4,185,10,31,34,74,68,28,50,40,36,52,65,61,69,59,70,57,75,78,66,79,65,82,71,30,59,28,69,76,76,79,9,6,7,16,8
W. Caballero,36,https://cdn.sofifa.org/players/4/19/139062.png,1,76,0,6,11,12,11,22,33,13,12,23,11,48,30,43,46,39,73,55,23,70,37,69,14,30,19,7,47,16,57,14,11,12,75,72,71,77,76
F. Di Francesco,24,https://cdn.sofifa.org/players/4/19/213814.png,13,76,3,67,3,77,60,40,77,72,83,78,69,67,82,82,83,79,72,77,74,44,76,65,70,42,34,74,68,69,74,48,38,36,11,10,6,10,5
O. El Kaddouri,27,https://cdn.sofifa.org/players/4/19/187702.png,24,76,0,127,4,73,63,71,78,70,77,77,72,75,80,73,75,72,71,54,81,70,70,77,77,56,61,74,77,70,72,50,59,53,5,14,6,6,9
